feature,count
accusing,168.0
accustom,80.0
accustomed,1299.0
accutane,18.0
accutemp,30.0
accès,84.0
accéder,18.0
acdc,25.0
ace,1063.0
aced,23.0
aceite,13.0
acer,13.0
acerbic,13.0
aces,394.0
acess,23.0
aceto,13.0
acetone,164.0
ach,40.0
achalandage,25.0
achalandé,25.0
achari,26.0
achat,65.0
achats,32.0
ache,784.0
ached,48.0
acheive,16.0
aches,325.0
acheter,253.0
acheté,73.0
achievable,13.0
achieve,897.0
achieved,374.0
achievement,118.0
achievements,34.0
achiever,10.0
achieves,69.0
achieving,114.0
achilles,50.0
aching,289.0
achingly,15.0
achiote,120.0
achtung,22.0
achy,64.0
achète,50.0
acid,799.0
acidic,720.0
acidity,534.0
acids,42.0
acidy,15.0
ack,135.0
ackee,18.0
acknowledge,2681.0
acknowledged,2719.0
acknowledgement,536.0
acknowledges,145.0
acknowledging,461.0
acknowledgment,257.0
acknowleged,12.0
ackward,36.0
acl,74.0
acm,20.0
acme,83.0
acne,332.0
acommodating,10.0
acorn,97.0
acorns,13.0
acoustic,620.0
acoustical,24.0
acoustically,40.0
acoustics,1306.0
acp,27.0
acqua,30.0
acquaint,15.0
acquaintance,153.0
acquaintances,131.0
acquainted,216.0
acquiesce,12.0
acquiesced,46.0
acquire,231.0
acquired,709.0
acquiring,71.0
acquisition,55.0
acquisitions,12.0
acre,143.0
acreage,15.0
acres,253.0
acrid,57.0
acro,18.0
acrobat,107.0
acrobatic,714.0
acrobatics,1904.0
acrobats,724.0
acronym,60.0
acronyms,15.0
acropolis,10.0
acrossed,14.0
acrylic,1152.0
acrylics,664.0
acs,38.0
act,7384.0
actaully,34.0
acted,3092.0
acting,2062.0
action,5647.0
actions,591.0
activate,173.0
activated,188.0
activating,23.0
activation,62.0
activator,14.0
active,1756.0
actively,477.0
activewear,11.0
activism,12.0
activist,28.0
activists,16.0
activites,22.0
activities,2740.0
activity,1952.0
activité,19.0
activités,30.0
actor,344.0
actors,1286.0
actress,98.0
actresses,85.0
acts,4141.0
actual,15267.0
actuality,230.0
actuall,20.0
actuallly,13.0
actually,102718.0
actualy,53.0
actuator,16.0
actully,12.0
acually,14.0
acuity,11.0
acumen,33.0
acupressure,20.0
acupuncture,330.0
acupuncturist,63.0
acupuncturists,13.0
acura,363.0
acuras,21.0
acutal,12.0
acutally,72.0
acute,77.0
acutely,17.0
acye,43.0
ad,1930.0
ada,179.0
adage,141.0
adam,1487.0
adamant,241.0
adamantly,64.0
adament,17.0
adams,637.0
adana,44.0
adapt,178.0
adaptable,28.0
adaptation,39.0
adaptations,23.0
adapted,158.0
adapter,112.0
adapters,18.0
adapting,36.0
adaptive,30.0
adaptor,14.0
adapts,12.0
adapté,21.0
adaquate,19.0
adays,13.0
adc,18.0
add,36560.0
addams,49.0
added,27467.0
addendum,118.0
adderall,13.0
addict,875.0
addicted,2742.0
addicting,1786.0
addictingly,17.0
addiction,1315.0
addictions,63.0
addictive,1835.0
addictively,43.0
addicts,290.0
addidas,13.0
adding,6109.0
addison,50.0
addition,17040.0
additional,12146.0
additionally,2518.0
additions,942.0
additive,73.0
additives,211.0
additon,18.0
additonal,38.0
additude,16.0
addl,10.0
addled,24.0
addon,15.0
addons,19.0
address,4905.0
addressed,1490.0
addresses,275.0
addressing,369.0
adds,4713.0
addt,14.0
addtion,23.0
addtional,22.0
addtl,26.0
addy,19.0
ade,59.0
adele,121.0
adelson,16.0
además,11.0
adept,111.0
adepte,11.0
adeptes,12.0
adequate,3794.0
adequately,538.0
ades,10.0
adhd,79.0
adhere,177.0
adhered,52.0
adherence,22.0
adheres,29.0
adhering,40.0
adhesive,78.0
adidas,172.0
adieu,37.0
adina,19.0
adios,230.0
adirondack,34.0
adjacent,2199.0
adjarski,23.0
adjective,177.0
adjectives,228.0
adjoin,10.0
adjoined,58.0
adjoining,846.0
adjoins,29.0
adjourned,11.0
adjunct,24.0
adjust,1693.0
adjustable,177.0
adjusted,1164.0
adjuster,75.0
adjusters,10.0
adjusting,404.0
adjustment,908.0
adjustments,943.0
adjusts,64.0
adkins,22.0
adler,46.0
admettre,21.0
admin,183.0
administer,60.0
administered,90.0
administering,34.0
administers,12.0
administration,197.0
administrative,121.0
administrator,45.0
administrators,36.0
admirable,242.0
admirably,56.0
admiral,21.0
admirals,14.0
admiration,97.0
admire,767.0
admired,284.0
admirer,48.0
admirers,14.0
admires,11.0
admiring,319.0
admission,4064.0
admissions,153.0
admit,12437.0
admitedly,13.0
admits,92.0
admittance,65.0
admitted,1309.0
admittedly,1983.0
admitting,305.0
admittingly,10.0
admonish,14.0
admonished,35.0
admonishing,12.0
admonition,13.0
adn,85.0
ado,69.0
adobada,959.0
adobadas,16.0
adobado,135.0
adobe,377.0
adobo,1577.0
adolescence,19.0
adolescent,50.0
adolescents,22.0
adonis,81.0
adopt,472.0
adoptable,30.0
adopted,856.0
adopter,25.0
adopters,10.0
adopting,154.0
adoption,428.0
adoptions,81.0
adopts,10.0
adopté,12.0
adorable,4476.0
adorables,10.0
adorably,117.0
adoration,66.0
adorbs,24.0
adore,2618.0
adored,472.0
adorer,12.0
adores,174.0
adoring,46.0
adorn,265.0
adorned,703.0
adorning,223.0
adornment,21.0
adornments,31.0
adorns,78.0
adoré,173.0
adovada,606.0
adovado,98.0
adrenalin,21.0
adrenaline,229.0
adress,21.0
adresse,168.0
adresses,20.0
adria,25.0
adrian,213.0
adriana,50.0
adrianna,22.0
adriatic,14.0
adriatico,25.0
adrienne,77.0
adrift,18.0
ads,911.0
adt,87.0
adult,6600.0
adulte,11.0
adulterated,13.0
adultes,17.0
adulthood,51.0
adults,6123.0
adv,11.0
advance,6517.0
advanced,1211.0
advancement,28.0
advancements,11.0
advances,59.0
advancing,28.0
advantage,7769.0
advantaged,10.0
advantageous,41.0
advantages,206.0
advent,51.0
adventerous,45.0
adventure,3285.0
adventuredome,165.0
adventurer,49.0
adventurers,23.0
adventures,697.0
adventuresome,68.0
adventuring,40.0
adventurist,11.0
adventurous,3593.0
adventurously,15.0
adverse,113.0
adversely,19.0
advert,37.0
advertise,2071.0
advertised,3953.0
advertisement,757.0
advertisements,369.0
advertisers,13.0
advertises,471.0
advertising,2269.0
advertisment,18.0
advertize,20.0
advertized,28.0
advertizing,15.0
adverts,57.0
advice,9419.0
adviced,10.0
advices,29.0
advil,101.0
advisable,69.0
advise,2563.0
advised,3051.0
advisement,26.0
adviser,93.0
advisers,15.0
advises,59.0
advising,239.0
advisor,544.0
advisors,70.0
advisory,42.0
advocacy,21.0
advocado,32.0
advocate,340.0
advocates,54.0
advocating,26.0
ae,137.0
aee,17.0
aegean,39.0
aeoli,14.0
aerated,25.0
aerial,362.0
aerialist,20.0
aerialists,37.0
aerials,23.0
aero,46.0
aerobic,102.0
aerobics,154.0
aerodynamic,10.0
aeropostale,26.0
aeropress,39.0
aerosmith,48.0
aerosol,24.0
aesthetic,676.0
aesthetically,713.0
aesthetician,374.0
aestheticians,73.0
aesthetics,581.0
aetna,39.0
af,141.0
afaik,12.0
afan,11.0
afar,238.0
afb,135.0
afc,21.0
afer,16.0
afew,25.0
affable,162.0
affagato,10.0
affair,1269.0
affaire,82.0
affaires,59.0
affairs,177.0
affamé,11.0
affamés,11.0
affect,926.0
affectation,13.0
affected,556.0
affecting,126.0
affection,186.0
affectionate,43.0
affectionately,132.0
affections,12.0
affects,249.0
affettati,18.0
affiche,33.0
affiches,10.0
affiché,10.0
afficianado,35.0
afficionado,47.0
afficionados,16.0
affiliate,70.0
affiliated,462.0
affiliates,44.0
affiliation,111.0
affiliations,23.0
affinity,202.0
affirm,27.0
affirmation,29.0
affirmative,45.0
affirmed,45.0
affirming,28.0
affix,11.0
affixed,51.0
affleck,17.0
afflicted,28.0
affliction,224.0
affluence,28.0
affluent,132.0
affogato,178.0
afforable,40.0
afforadable,15.0
afford,5026.0
affordability,194.0
affordable,15957.0
affordably,109.0
afforded,215.0
affording,36.0
affords,109.0
affortable,12.0
affraid,19.0
affront,35.0
affronted,13.0
afgan,11.0
afghan,135.0
afghani,98.0
afghanistan,100.0
afi,18.0
aficianado,13.0
aficionado,663.0
aficionados,211.0
afield,44.0
afin,99.0
aflame,16.0
afloat,156.0
afoot,29.0
afordable,20.0
afore,54.0
aforementioned,1373.0
aformentioned,14.0
afraid,5733.0
africa,334.0
african,1060.0
afrique,12.0
afritada,13.0
afro,70.0
afrojack,108.0
afros,10.0
aft,22.0
afte,11.0
afterall,411.0
afterburn,22.0
afterburner,28.0
aftercare,102.0
afterglow,27.0
afterhours,147.0
afterlife,38.0
aftermarket,102.0
aftermath,125.0
afternoon,22393.0
afternoons,807.0
afterparty,44.0
afters,26.0
aftershave,24.0
aftertaste,1064.0
aftertastes,12.0
afterthought,639.0
afterthoughts,19.0
afterward,1783.0
afterword,21.0
afterwords,96.0
afterwork,61.0
ag,88.0
agadashi,68.0
agains,17.0
agape,56.0
agar,31.0
agassi,42.0
agatha,12.0
agave,969.0
agaves,104.0
age,7951.0
aged,4732.0
agedashi,533.0
ageing,25.0
ageist,17.0
ageless,22.0
agence,10.0
agencies,195.0
agency,668.0
agenda,396.0
agendas,18.0
agent,2514.0
agents,823.0
ager,10.0
agers,35.0
ages,4025.0
agey,20.0
aggitated,11.0
aggrandizing,10.0
aggravate,31.0
aggravated,264.0
aggravates,21.0
aggravating,208.0
aggravation,263.0
aggregate,10.0
aggregation,10.0
aggresive,17.0
aggression,98.0
aggressive,1665.0
aggressively,330.0
aggressiveness,19.0
aggrevation,10.0
aggro,16.0
agh,40.0
aghast,64.0
aghh,11.0
agian,81.0
agile,17.0
agility,138.0
agin,66.0
aging,642.0
agit,150.0
agitate,15.0
agitated,247.0
agitation,18.0
aglio,51.0
agm,16.0
agneau,152.0
agnello,17.0
agnes,28.0
agnoletti,13.0
agnolotti,317.0
ago,46614.0
agonize,11.0
agonized,21.0
agonizing,153.0
agonizingly,32.0
agony,150.0
agora,20.0
agoraphobic,10.0
agradable,13.0
agreable,12.0
agreat,12.0
agree,12293.0
agreeable,179.0
agreeably,13.0
agreed,8870.0
agreeing,295.0
agreement,890.0
agreements,53.0
agrees,373.0
agressive,61.0
agressively,11.0
agricultural,27.0
agriculture,41.0
agritopia,89.0
agro,20.0
agrodolce,19.0
agréable,522.0
agréablement,64.0
agréables,36.0
agrémenté,10.0
agt,30.0
agua,514.0
aguacate,24.0
aguachile,20.0
aguachiles,26.0
aguas,215.0
aguilera,30.0
ah,3334.0
aha,107.0
ahah,22.0
ahaha,38.0
ahahaha,23.0
ahcccs,12.0
ahd,28.0
ahe,10.0
ahead,17127.0
aheads,14.0
ahem,848.0
ahh,940.0
ahhed,19.0
ahhh,960.0
ahhhh,473.0
ahhhhh,220.0
ahhhhhh,101.0
ahhhhhhh,44.0
ahhhhhhhh,29.0
ahhhhhhhhh,15.0
ahhhhhhhhhh,12.0
ahhhhhmazing,13.0
ahhhhmazing,45.0
ahhhmazing,50.0
ahhhs,12.0
ahhing,44.0
ahhmazing,24.0
ahhs,33.0
ahi,6971.0
ahl,18.0
ahmazing,35.0
ahn,33.0
ahnung,19.0
ahogada,33.0
ahogadas,26.0
ahold,295.0
ahole,20.0
aholes,14.0
aholic,45.0
ahoy,35.0
ahr,19.0
ahs,64.0
ahu,10.0
ahuntsic,11.0
ahve,73.0
ahw,31.0
ahwahtukee,21.0
ahwatukee,1223.0
ahí,15.0
ai,4971.0
aid,1703.0
aida,14.0
aidan,15.0
aide,140.0
aided,84.0
aiden,33.0
aider,51.0
aides,40.0
aiding,28.0
aids,289.0
aidé,19.0
aie,20.0
aiello,326.0
aiellos,31.0
aient,21.0
aight,205.0
aiight,52.0
aiiight,11.0
aiite,19.0
aikawa,19.0
aiken,19.0
aiko,49.0
ail,66.0
ailed,11.0
aileen,46.0
ailes,74.0
ailing,49.0
aille,13.0
ailleurs,378.0
ailment,83.0
ailments,131.0
ailoi,21.0
ails,67.0
aim,544.0
aimable,41.0
aimables,13.0
aimais,18.0
aime,704.0
aimed,428.0
aimee,107.0
aiment,75.0
aimer,78.0
aimerais,59.0
aimerez,12.0
aimez,85.0
aiming,294.0
aimless,22.0
aimlessly,441.0
aims,177.0
aimé,352.0
aimée,10.0
ain,3478.0
aina,18.0
ainsi,308.0
ainsworth,22.0
aint,473.0
aioli,4341.0
aiolis,40.0
aiport,55.0
air,19714.0
airbag,24.0
airbags,15.0
airbnb,33.0
airborne,44.0
airbridge,21.0
airbrush,318.0
airbrushed,44.0
airbrushing,31.0
airbus,17.0
aircon,19.0
airconditioned,31.0
airconditioning,39.0
aircraft,197.0
aire,42.0
aired,160.0
airedale,11.0
aires,59.0
airfare,161.0
airfield,12.0
airflow,60.0
airforce,16.0
airhead,54.0
airheaded,11.0
airheads,19.0
airier,25.0
airiness,38.0
airing,107.0
airline,2066.0
airlines,1421.0
airlink,21.0
airmen,16.0
airpark,214.0
airplane,619.0
airplanes,236.0
airport,22092.0
airports,1538.0
airs,68.0
airsoft,34.0
airspace,11.0
airstream,33.0
airtight,17.0
airtime,16.0
airtran,11.0
airwaves,10.0
airway,34.0
airways,1299.0
airworx,27.0
airy,2546.0
aise,49.0
aisha,27.0
aisle,2496.0
aisles,2480.0
ait,79.0
aite,28.0
aj,1411.0
aja,13.0
ajar,32.0
ajax,14.0
aji,406.0
ajillo,160.0
ajo,314.0
ajout,16.0
ajoute,36.0
ajoutent,13.0
ajouter,72.0
ajoutez,15.0
ajouté,19.0
ajs,163.0
ajvar,20.0
ak,346.0
ak47,47.0
aka,3482.0
akahana,91.0
akai,21.0
akaihana,17.0
akami,28.0
akc,29.0
aked,10.0
akhavan,18.0
aki,38.0
akin,688.0
akira,52.0
akita,33.0
aknowledge,16.0
akon,18.0
akor,277.0
akron,12.0
akropolis,24.0
aksed,14.0
aktionen,14.0
aktuell,17.0
aktuellen,10.0
akward,130.0
akwardly,11.0
akzeptabel,14.0
al,7489.0
ala,1423.0
alabama,244.0
alacarte,22.0
alacrity,14.0
aladdin,635.0
aladdins,19.0
aladin,13.0
alain,93.0
alaina,15.0
alambre,49.0
alambres,12.0
alameda,24.0
alamo,212.0
alamos,11.0
alan,433.0
alana,70.0
alanis,19.0
alanna,11.0
alarm,1572.0
alarmed,216.0
alarming,164.0
alarmingly,44.0
alarms,194.0
alas,3418.0
alaska,509.0
alaskan,1313.0
alb,28.0
alba,166.0
albacore,1356.0
albanach,29.0
albanian,47.0
albany,33.0
albarino,43.0
albeit,2996.0
albemarle,37.0
alberstons,13.0
albert,279.0
alberta,39.0
alberto,181.0
albertos,18.0
alberts,36.0
albertson,599.0
albertsons,666.0
albiet,58.0
albino,42.0
albo,22.0
albondiga,11.0
albondigas,318.0
albright,17.0
album,637.0
albums,337.0
albuquerque,196.0
alc,43.0
alcachofa,13.0
alcapurrias,19.0
alcatra,11.0
alcatraz,41.0
alchemist,30.0
alchemy,238.0
alchie,10.0
alchohol,59.0
alchoholic,14.0
alchol,16.0
alcholic,28.0
alchy,38.0
alco,12.0
alcohal,11.0
alcohol,13545.0
alcoholic,3805.0
alcoholics,132.0
alcoholism,33.0
alcohols,115.0
alcool,152.0
alcoolisées,11.0
alcools,23.0
alcove,151.0
alcoves,81.0
aldente,41.0
alder,24.0
alderwood,10.0
aldi,195.0
aldo,137.0
aldrich,10.0
ale,4998.0
alec,52.0
alegria,47.0
alehouse,53.0
alejandra,30.0
alejandro,70.0
alentours,24.0
alep,53.0
aleppo,11.0
alert,1186.0
alerted,344.0
alerting,79.0
alerts,114.0
ales,1057.0
alessandra,14.0
alessandro,14.0
alessia,55.0
alesso,34.0
alex,2044.0
alexa,99.0
alexander,448.0
alexanders,63.0
alexandra,74.0
alexandre,19.0
alexandria,34.0
alexi,51.0
alexia,12.0
alexis,319.0
alexus,19.0
alfa,10.0
alfajores,49.0
alfalfa,127.0
alfonso,50.0
alfred,88.0
alfredo,3771.0
alfresco,63.0
algae,103.0
algarve,25.0
algebra,12.0
algeria,11.0
algo,32.0
algorithm,10.0
algues,18.0
alhambra,52.0
ali,474.0
aliante,459.0
alias,14.0
alibaba,13.0
alibi,15.0
alice,855.0
alicha,43.0
alicia,315.0
alien,481.0
alienate,73.0
alienated,34.0
alienating,54.0
aliens,116.0
aligator,17.0
alight,25.0
align,153.0
aligned,309.0
aligning,32.0
alignment,910.0
alignments,63.0
aligns,18.0
alihan,14.0
alike,1936.0
alikes,23.0
alil,36.0
alimentaire,32.0
alimentaires,19.0
alimentation,12.0
aliments,76.0
alina,13.0
alinea,46.0
alioli,51.0
alisa,30.0
alisha,46.0
alison,117.0
alissa,33.0
alitcha,19.0
alittle,397.0
alive,2050.0
alize,188.0
alizé,30.0
alka,27.0
alkaline,64.0
alki,13.0
alkie,23.0
alky,21.0
alla,713.0
alladin,46.0
allagash,12.0
allah,18.0
allais,66.0
allait,53.0
allan,67.0
allant,69.0
allay,11.0
allayed,22.0
allays,10.0
alle,367.0
allegations,15.0
alleged,149.0
allegedly,293.0
allegheny,192.0
allegiance,68.0
allegiant,87.0
allegra,17.0
allegro,128.0
allein,29.0
alleine,30.0
allem,293.0
allemal,16.0
allen,552.0
allentown,21.0
aller,901.0
allerdings,399.0
allergen,122.0
allergenic,36.0
allergens,100.0
allergic,2068.0
allergies,2341.0
allergist,23.0
allergy,1988.0
allerlei,19.0
alles,751.0
alleviate,250.0
alleviated,82.0
alleviates,26.0
alleviating,20.0
alley,3448.0
alleys,248.0
alleyway,92.0
alleyways,33.0
allez,323.0
allgemein,10.0
alli,63.0
alliance,141.0
alliances,11.0
alliante,23.0
allie,75.0
allied,42.0
allies,39.0
alligator,695.0
alligators,23.0
allison,401.0
alliteration,55.0
alll,102.0
allll,100.0
alllll,121.0
allllll,93.0
alllllll,39.0
allllllll,27.0
alllllllll,17.0
allo,52.0
allocate,33.0
allocated,58.0
allocation,19.0
allongé,32.0
allons,29.0
allot,364.0
alloted,22.0
allotment,56.0
allotted,180.0
allover,36.0
allow,8386.0
allowable,22.0
allowance,109.0
allowances,25.0
allowed,10183.0
allowing,2050.0
allows,3644.0
alloy,18.0
allready,21.0
allright,55.0
alls,53.0
allspice,60.0
allstars,12.0
allstate,69.0
allt,13.0
alltel,12.0
allthough,10.0
alltogether,12.0
allude,13.0
alluded,68.0
alludes,19.0
alluding,15.0
allure,449.0
allured,14.0
allures,19.0
alluring,179.0
allusion,12.0
allways,61.0
ally,276.0
allyson,60.0
allzu,22.0
allé,223.0
alléchant,21.0
alléchante,10.0
alléchants,12.0
allée,359.0
allées,28.0
allés,76.0
alma,485.0
almandine,17.0
almaza,14.0
almejas,33.0
almighty,145.0
almond,5822.0
almondine,72.0
almonds,2015.0
almondy,30.0
alo,28.0
alochol,12.0
aloe,173.0
aloft,215.0
aloha,1746.0
alongs,25.0
alongside,1380.0
alonzo,20.0
aloo,471.0
aloof,535.0
aloofness,18.0
alors,734.0
alos,17.0
alot,7143.0
alotta,24.0
alotted,10.0
aloud,147.0
alpaca,21.0
alpacas,14.0
alpastor,26.0
alpha,112.0
alphabet,62.0
alphabetical,51.0
alphabetically,24.0
alphabetized,22.0
alphagraphics,20.0
alpine,104.0
alpo,23.0
alps,27.0
alright,11843.0
alrighty,71.0
alrite,15.0
als,1121.0
alsace,37.0
alsatian,37.0
alsways,10.0
alt,173.0
alta,193.0
altar,171.0
alte,34.0
alten,72.0
alter,519.0
alteration,315.0
alterations,1417.0
altercation,108.0
altercations,16.0
altered,887.0
altering,229.0
alterna,20.0
alternate,680.0
alternated,70.0
alternately,50.0
alternates,46.0
alternating,170.0
alternations,23.0
alternative,6005.0
alternatively,84.0
alternativen,15.0
alternatives,1210.0
alternator,260.0
alterra,75.0
alters,19.0
altes,11.0
altho,188.0
althought,65.0
altima,78.0
altitude,114.0
altius,20.0
alto,158.0
altogether,1366.0
altoids,16.0
alton,50.0
altos,18.0
altough,32.0
altruistic,12.0
alu,19.0
alum,97.0
aluminium,23.0
aluminum,471.0
alumni,241.0
alums,27.0
alvadora,10.0
alvarez,12.0
alvin,29.0
alwasy,40.0
alway,490.0
alwayse,18.0
alwayz,13.0
alwun,14.0
alwyas,13.0
alwys,17.0
aly,37.0
alyssa,207.0
alzheimer,38.0
ama,173.0
amaaaaaaazing,16.0
amaaaaaazing,20.0
amaaaaazing,60.0
amaaaazing,59.0
amaaazing,51.0
amaazing,10.0
amable,11.0
amadi,15.0
amado,26.0
amados,40.0
amaebi,310.0
amaizing,20.0
amalfi,56.0
amalgam,69.0
amalgamation,55.0
amanda,1126.0
amande,29.0
amandes,70.0
amandine,60.0
amanecer,17.0
amann,102.0
amano,51.0
amante,15.0
amaranth,18.0
amare,21.0
amarena,26.0
amaretti,28.0
amaretto,559.0
amargosa,19.0
amarillo,83.0
amaro,119.0
amarone,89.0
amass,19.0
amassed,32.0
amateur,776.0
amateurish,149.0
amateurs,327.0
amatriciana,113.0
amatuer,24.0
amature,19.0
amaz,21.0
amazballs,24.0
amaze,724.0
amazeballs,416.0
amazeballz,11.0
amazed,4833.0
amazement,405.0
amazes,312.0
amazin,27.0
amazing,185555.0
amazingg,14.0
amazinggg,29.0
amazingggg,55.0
amazinggggg,27.0
amazingggggg,10.0
amazinggggggg,14.0
amazingly,5773.0
amazingness,341.0
amazng,12.0
amazon,1520.0
amazzzing,16.0
amazzzzing,24.0
amazzzzzing,13.0
ambassador,149.0
ambassadors,37.0
amber,1673.0
amberjack,42.0
ambers,42.0
ambiance,33971.0
ambiances,19.0
ambiant,22.0
ambien,15.0
ambience,9974.0
ambient,560.0
ambiente,355.0
ambiguity,20.0
ambiguous,72.0
ambiguously,11.0
ambition,78.0
ambitions,30.0
ambitious,305.0
ambivalence,26.0
ambivalent,119.0
amble,45.0
ambled,47.0
ambling,21.0
ambroise,33.0
ambrosia,165.0
ambrosial,40.0
ambrosius,36.0
ambulance,202.0
ambulances,25.0
ambulatory,11.0
ambur,20.0
ambush,35.0
ambushed,28.0
amc,1217.0
amcs,17.0
amd,285.0
ame,22.0
amedei,14.0
amelia,227.0
amelie,428.0
amelies,44.0
amelio,18.0
ameliorate,15.0
amelios,10.0
amen,196.0
amena,85.0
amenable,71.0
amend,134.0
amended,71.0
amending,25.0
amendment,85.0
amendments,13.0
amends,123.0
amener,25.0
ameneties,23.0
amenities,6026.0
amenity,303.0
amenties,36.0
amentities,33.0
amenzone,36.0
amené,19.0
amer,49.0
amercian,14.0
ameri,29.0
america,5195.0
americain,16.0
americaine,28.0
american,19914.0
americana,401.0
americanised,14.0
americanization,16.0
americanize,59.0
americanized,2694.0
americano,991.0
americanos,126.0
americans,1256.0
americas,158.0
amerikanisch,13.0
amerikanische,15.0
amerikanischen,24.0
amertume,19.0
amethyst,25.0
amex,676.0
amey,42.0
amf,209.0
amfs,43.0
amg,29.0
amh,16.0
amherst,15.0
ami,1859.0
amiable,220.0
amicable,127.0
amicably,18.0
amical,30.0
amicale,14.0
amici,34.0
amico,18.0
amicus,18.0
amid,152.0
amidst,593.0
amie,200.0
amier,18.0
amies,49.0
amiga,19.0
amigas,15.0
amigo,185.0
amigos,548.0
amin,21.0
amina,21.0
amino,19.0
amir,95.0
amiright,19.0
amirite,29.0
amis,558.0
amish,97.0
amiss,180.0
amity,48.0
amlee,30.0
amma,15.0
amman,14.0
ammenities,135.0
ammo,762.0
ammonia,118.0
ammos,14.0
ammount,35.0
ammunition,94.0
amnesia,57.0
amnt,11.0
amo,36.0
amoeba,34.0
amok,114.0
amor,64.0
amore,447.0
amoroso,37.0
amorous,19.0
amorphous,13.0
amos,69.0
amost,17.0
amoung,33.0
amounted,214.0
amounting,25.0
amounts,2917.0
amour,128.0
amoureuse,11.0
amoureux,101.0
amouse,22.0
amout,55.0
amoxicillin,23.0
amp,345.0
amped,200.0
amphibians,13.0
amphitheater,151.0
amphitheatre,42.0
ampitheater,19.0
ampitheatre,11.0
ample,4763.0
amplement,21.0
amplification,11.0
amplified,123.0
amplifier,35.0
amplifiers,21.0
amplifies,19.0
amplify,37.0
amply,90.0
ampm,35.0
amps,101.0
amputate,12.0
amputated,21.0
amputation,13.0
ams,92.0
amstel,54.0
amsterdam,252.0
amt,122.0
amtrak,149.0
amuck,30.0
amusant,32.0
amuse,1922.0
amused,663.0
amusement,718.0
amusements,15.0
amuser,21.0
amuses,71.0
amusing,1161.0
amusingly,56.0
amx,15.0
amy,1581.0
amzing,37.0
amène,24.0
amère,14.0
améliorer,24.0
aménagé,20.0
américain,34.0
américaine,48.0
américains,33.0
amérique,28.0
ana,319.0
anachronistic,18.0
anaconda,19.0
anago,63.0
anaheim,257.0
anahi,18.0
anal,339.0
analog,72.0
analogies,18.0
analogous,20.0
analogs,11.0
analogue,14.0
analogy,157.0
analysis,321.0
analyst,13.0
analytical,19.0
analyze,134.0
analyzed,68.0
analyzing,66.0
ananas,60.0
ananda,13.0
anaphylactic,23.0
anarchist,16.0
anarchy,33.0
anasazi,29.0
anastasia,44.0
anatomical,17.0
anatomy,162.0
anaya,22.0
anbieten,11.0
anc,15.0
ancestors,59.0
ancestral,19.0
ancestry,33.0
anche,34.0
ancho,460.0
anchor,526.0
anchorage,21.0
anchored,127.0
anchoring,20.0
anchorman,17.0
anchors,86.0
anchovie,33.0
anchovies,926.0
anchovy,401.0
ancien,74.0
ancienne,51.0
anciennement,11.0
anciennes,10.0
anciens,21.0
ancient,697.0
ancillary,39.0
ancora,46.0
anda,13.0
andale,15.0
andalusian,13.0
andaluz,23.0
andd,19.0
anddd,26.0
andddd,33.0
anddddd,16.0
andddddd,10.0
andean,13.0
andere,171.0
anderem,14.0
anderen,306.0
anderer,16.0
anderes,56.0
anders,85.0
andersen,13.0
anderson,299.0
anderswo,14.0
andes,132.0
andhra,37.0
andi,69.0
andiamo,91.0
andie,13.0
andoille,10.0
andouille,546.0
andoullie,12.0
andre,541.0
andrea,799.0
andreas,53.0
andreoli,104.0
andres,474.0
andretti,14.0
andrew,1162.0
andrews,120.0
androgynous,12.0
android,179.0
androids,11.0
andré,28.0
andrés,66.0
ands,74.0
andthe,12.0
andy,1849.0
andys,40.0
ane,16.0
anecdotal,16.0
anecdote,59.0
anecdotes,69.0
anejo,76.0
anemia,12.0
anemic,146.0
anesthesia,187.0
anesthesiologist,55.0
anesthetic,57.0
aneurysm,16.0
anew,34.0
anf,50.0
anfang,26.0
anfangen,12.0
anfrage,10.0
ang,38.0
angebot,111.0
angebote,33.0
angeboten,97.0
angebotenen,26.0
angefangen,21.0
angeht,31.0
angekommen,14.0
angel,2696.0
angela,707.0
angeleno,29.0
angelenos,11.0
angeles,3077.0
angelhair,16.0
angelic,80.0
angelica,88.0
angelina,231.0
angelinas,18.0
angelique,22.0
angello,34.0
angelo,349.0
angelos,14.0
angels,872.0
angemessen,65.0
angenehm,110.0
angenehme,37.0
angenehmen,11.0
angenehmer,13.0
angenehmes,14.0
anger,456.0
angered,99.0
angerichtet,22.0
angering,13.0
angers,36.0
anges,14.0
angesagt,16.0
angesichts,13.0
angestellten,10.0
angetan,20.0
angie,547.0
angies,23.0
angkor,30.0
anglais,163.0
anglaise,247.0
angle,913.0
angled,162.0
angles,394.0
angling,13.0
anglo,96.0
anglophone,56.0
anglophones,25.0
anglos,29.0
angostura,38.0
angrenzenden,13.0
angrier,46.0
angriest,14.0
angrily,188.0
angry,4121.0
angst,104.0
angsty,32.0
anguish,34.0
angular,22.0
angus,2047.0
anh,20.0
anheuser,12.0
ani,22.0
anice,10.0
animal,6207.0
animalistic,12.0
animals,5636.0
animated,296.0
animation,98.0
animations,23.0
animatronic,138.0
animatronics,42.0
animaux,32.0
anime,698.0
animosity,26.0
animé,13.0
animée,11.0
anis,14.0
anise,460.0
aniseed,11.0
aniston,21.0
anit,10.0
anita,247.0
anitpasto,18.0
aniu,22.0
anjou,33.0
ankimo,67.0
