,feature,count
4611,assit,10.0
4612,assitant,13.0
4613,assless,11.0
4614,assoc,17.0
4621,associazione,10.0
4623,assoit,10.0
4626,assortiment,11.0
4646,assuré,15.0
4648,assy,10.0
4649,ast,10.0
4652,asterisks,16.0
4653,asteroid,11.0
4655,asthetics,11.0
4675,astrology,16.0
4677,astronauts,17.0
4680,astronomy,16.0
4683,astutely,12.0
4685,asume,10.0
4686,asus,19.0
4691,ata,16.0
4699,ater,16.0
4710,athletically,11.0
4715,atin,14.0
4720,atlantique,18.0
4733,atmospehere,13.0
4739,atmospherically,14.0
4750,atone,17.0
4752,atout,13.0
4762,atta,13.0
4771,attacker,13.0
4777,attaining,14.0
4778,attatched,12.0
4779,attemp,13.0
4786,attendait,16.0
4804,attentifs,12.0
4807,attentionnés,12.0
4816,atti,14.0
4820,attirer,19.0
4821,attires,15.0
4825,attitute,10.0
4829,attorneysteve,15.0
4839,attrape,13.0
4840,attrayant,11.0
4845,attributing,18.0
4846,attrocious,17.0
4849,attys,15.0
4850,atun,11.0
4856,atypically,11.0
4857,atypique,12.0
4859,aubaine,16.0
4870,auctioneer,14.0
4871,auctioning,11.0
4884,audiobooks,16.0
4898,audrie,14.0
4900,aufdringlich,15.0
4903,aufgefüllt,12.0
4905,aufgenommen,17.0
4908,aufmerksame,11.0
4909,aufpassen,11.0
4912,auge,11.0
4914,augh,17.0
4924,aujus,18.0
4926,aunque,16.0
4933,auprès,17.0
4944,auront,14.0
4947,ausblick,19.0
4948,ausflug,14.0
4949,ausgeben,10.0
4950,ausgerichtet,12.0
4951,ausgesprochen,11.0
4954,auskunft,13.0
4955,ausnahme,10.0
4960,ausschließlich,11.0
4961,aussehen,11.0
4962,aussen,12.0
4963,ausserdem,12.0
4965,aussicht,18.0
4967,aussieht,17.0
4969,ausstattung,16.0
4970,aussuchen,14.0
4973,austerity,13.0
4976,austrailian,14.0
4980,australienne,14.0
4984,auszusetzen,19.0
4992,authenticated,14.0
4993,authentication,16.0
4995,authenticité,15.0
4997,authenticos,13.0
4999,authentiques,13.0
5016,autobiography,16.0
5017,autobody,19.0
5024,automall,15.0
5026,automaten,14.0
5031,automaton,16.0
5032,automatons,11.0
5038,autonomy,13.0
5041,autoplex,14.0
5043,autoroute,11.0
5045,autoshop,10.0
5050,autrefois,12.0
5061,außergewöhnlich,19.0
5071,availabe,18.0
5072,availabilities,11.0
5077,availible,12.0
5084,avania,18.0
5087,avantages,19.0
5088,avantageux,15.0
5095,avenant,11.0
5102,aveo,16.0
5103,aver,18.0
5107,averageness,12.0
5110,averge,10.0
5113,aversions,18.0
5117,aves,10.0
5129,avidly,17.0
5130,avila,14.0
5138,avocadoes,15.0
5141,avocats,12.0
5148,avoine,13.0
5156,avowed,13.0
5159,awahtukee,10.0
5168,awakens,17.0
5179,awaze,15.0
5180,awd,18.0
5184,awefull,10.0
5188,awesomeeeeee,13.0
5194,awesomness,15.0
5204,awing,13.0
5205,awk,15.0
5206,awkard,17.0
5218,aws,11.0
5224,awwwwww,10.0
5230,axing,12.0
5231,axiom,17.0
5236,axwell,12.0
5238,ayako,17.0
5239,ayala,11.0
5248,ayfkm,11.0
5249,ayib,18.0
5250,ayons,10.0
5252,ayurvedic,14.0
5260,aztecs,12.0
5261,azucar,19.0
5264,azur,13.0
5268,açai,10.0
5270,aéré,13.0
5275,b2,14.0
5276,b2b,17.0
5279,b9,11.0
5282,baaaad,15.0
5286,babaganoosh,16.0
5289,babaganush,18.0
5290,babaghanouj,16.0
5291,babaghanoush,18.0
5292,babaloo,15.0
5294,babas,18.0
5297,babbled,19.0
5300,babbos,15.0
5304,babied,16.0
5307,baboon,13.0
5313,babygirl,19.0
5315,babymaker,16.0
5318,babysat,16.0
5323,babystack,18.0
5326,bacado,16.0
5328,bacalhau,18.0
5331,baccala,15.0
5332,baccanal,17.0
5335,bacchanalia,10.0
5336,bacchanalian,11.0
5337,bacchanel,13.0
5339,baccio,12.0
5353,backache,14.0
5359,backend,17.0
5360,backer,18.0
5361,backers,13.0
5363,backfire,19.0
5365,backflip,15.0
5366,backflips,19.0
5370,backhanded,19.0
5374,backlighting,10.0
5377,backlogged,14.0
5378,backorder,18.0
5379,backordered,16.0
5381,backpacker,15.0
5385,backpage,10.0
5386,backrest,15.0
5387,backroads,10.0
5393,backsides,16.0
5406,backwash,12.0
5407,backwater,11.0
5414,baconnaise,11.0
5421,badamo,15.0
5423,badboy,17.0
5425,badder,17.0
5427,bade,15.0
5436,badische,17.0
5437,badischen,14.0
5443,badmouthing,10.0
5447,badura,11.0
5448,bae,13.0
5454,bafroom,14.0
5456,bagages,15.0
5460,bagelry,16.0
5463,bagettes,11.0
5474,bagle,17.0
5478,bagpiper,12.0
5485,bahaha,11.0
5486,bahahaha,16.0
5488,bahamarita,11.0
5490,bahamian,10.0
5492,bahia,11.0
5494,bahnen,12.0
5498,baie,14.0
5499,baies,11.0
5500,baigan,17.0
5507,bails,10.0
5512,baird,12.0
5521,bakalava,15.0
5535,baklavah,12.0
5541,balader,13.0
5545,balancer,10.0
5550,balck,10.0
5563,balking,14.0
5564,balkon,12.0
5566,balla,18.0
5571,ballard,16.0
5577,ballerinas,14.0
5580,ballets,15.0
5581,balley,13.0
5583,ballgames,11.0
5596,ballpoint,14.0
5613,balsamics,17.0
5614,balsamique,17.0
5615,balt,13.0
5616,balthazar,19.0
5621,balvenie,14.0
5628,bambinos,17.0
5632,bamm,12.0
5640,banannas,10.0
5641,banc,19.0
5655,bandannas,15.0
5656,bande,11.0
5662,bandidos,14.0
5663,bandied,12.0
5674,banfi,13.0
5677,bangalore,13.0
5684,bangladesh,16.0
5686,bangle,14.0
5691,banish,16.0
5694,banisters,10.0
5708,banlieue,16.0
5710,banna,13.0
5712,bannanas,14.0
5718,bano,12.0
5729,banshees,12.0
5731,bantered,19.0
5732,banterful,11.0
5747,baramundi,19.0
5750,barato,14.0
5755,barbados,14.0
5758,barbarella,13.0
5763,barbe,13.0
5776,barbering,13.0
5777,barberini,12.0
5778,barberries,17.0
5784,barbocoa,14.0
5785,barbour,17.0
5791,barcade,14.0
5793,barchocolate,19.0
5794,barclay,12.0
5796,barcodes,16.0
5798,bardot,10.0
5800,bareable,11.0
5804,barefooted,18.0
5807,barest,13.0
5814,barfy,11.0
5825,bargins,16.0
5827,bari,11.0
5828,barigoule,17.0
5829,barilla,17.0
5831,barish,13.0
5834,baritone,16.0
5841,barkers,16.0
5842,barkin,13.0
5847,barleys,14.0
5857,barnet,16.0
5858,barnett,15.0
5869,barquita,18.0
5871,barracks,19.0
5874,barraged,15.0
5876,barrata,16.0
5882,barreling,19.0
5887,barrettes,11.0
5889,barricaded,19.0
5895,barringtons,18.0
5897,barrios,17.0
5905,barroom,15.0
5908,barrows,11.0
5926,bartendresses,15.0
5932,bartles,11.0
5949,baseless,11.0
5952,basements,16.0
5963,basicaly,12.0
5971,basils,16.0
5972,basily,17.0
5976,basique,11.0
5989,basse,17.0
5993,bassist,19.0
5995,basta,13.0
6001,baste,17.0
6008,bastions,14.0
6013,batata,19.0
6014,batcave,13.0
6017,bate,14.0
6019,bated,16.0
6020,bateman,16.0
6021,batender,10.0
6026,bather,11.0
6027,bathers,13.0
6028,bathes,15.0
6031,bathmat,17.0
6032,bathouse,12.0
6046,batshit,16.0
6058,battistas,15.0
6064,battlestar,11.0
6066,battre,15.0
6070,bauble,13.0
6073,baught,13.0
6076,bauman,17.0
6078,baume,12.0
6079,baustelle,13.0
6082,bavarois,14.0
6085,bawl,14.0
6092,bayonne,19.0
6096,baywatch,14.0
6105,bbbq,12.0
6111,bblt,11.0
6112,bboy,12.0
6118,bbs,16.0
6122,bcause,11.0
6125,bcf,17.0
6126,bck,13.0
6127,bconnected,19.0
6128,bcos,14.0
6132,bcus,18.0
6138,bdr,10.0
6140,bds,13.0
6141,bdsm,14.0
6143,be4,11.0
6148,beacher,19.0
6150,beachfront,13.0
6160,beaf,16.0
6165,beakers,19.0
6166,beakfast,12.0
6167,beaks,18.0
6170,beamer,15.0
6175,beanbags,19.0
6180,beanless,12.0
6186,beantowns,15.0
6194,bearden,18.0
6197,beardy,12.0
6199,bearers,13.0
6207,beasties,13.0
6211,beatable,14.0
6216,beatifully,12.0
6219,beatlemania,10.0
6223,beatriz,12.0
6225,beattles,11.0
6226,beatty,11.0
6235,beautfiul,13.0
6240,beautif,19.0
6246,beautifuly,18.0
6248,beautifying,13.0
6249,beautiul,15.0
6251,beautys,13.0
6254,beav,12.0
6264,becaues,13.0
6269,becher,15.0
6280,becks,10.0
6282,becouse,12.0
6283,becoz,12.0
6288,bedarf,11.0
6296,bedenken,11.0
6298,bedhead,11.0
6299,bedienen,10.0
6303,bedingt,15.0
6306,bedon,10.0
6308,bedridden,11.0
6309,bedrock,13.0
6322,beechwood,13.0
6324,beeen,10.0
6327,beefcakes,12.0
6329,beefeaters,14.0
6331,beefier,10.0
6333,beefing,11.0
6340,beeindruckend,13.0
6341,beeing,17.0
6343,beelined,17.0
6344,beemer,19.0
6345,beemers,11.0
6354,beeradvocate,12.0
6356,beergarita,14.0
6358,beerpong,11.0
6362,beeswax,19.0
6370,beezies,11.0
6372,beff,10.0
6373,befinden,18.0
6385,begets,11.0
6390,beggin,14.0
6392,beggining,19.0
6394,beging,10.0
6403,begrudged,13.0
6406,begrüßt,18.0
6408,beguiling,17.0
6420,beheaded,15.0
6426,behing,13.0
6428,beholden,14.0
6437,beign,11.0
6443,beilage,17.0
6445,beilagensalat,19.0
6449,beinhaltet,11.0
6452,beispielsweise,10.0
6454,beiträge,18.0
6455,bejeezus,16.0
6461,bekannt,19.0
6462,bekannte,16.0
6468,bela,17.0
6469,belabor,18.0
6470,belacan,17.0
6471,belag,16.0
6475,belatedly,16.0
6479,belched,11.0
6481,beleaguered,14.0
6484,beleuchtung,11.0
6488,belges,12.0
6494,belie,13.0
6495,belied,11.0
6507,beligerent,11.0
6510,belinis,13.0
6513,belittles,12.0
6516,belize,14.0
6518,belks,15.0
6524,bellas,10.0
6526,bellboys,13.0
6539,belligio,18.0
6542,bellino,17.0
6543,bellissimo,18.0
6549,bellowed,16.0
6551,bellows,13.0
6553,bellpeppers,18.0
6555,bellwether,10.0
6557,bellybutton,14.0
6558,bellydance,16.0
6560,bellydancing,16.0
6571,beltane,18.0
6583,bemoaned,12.0
6586,bemängeln,10.0
6591,benatar,17.0
6593,benched,18.0
6596,benchmarks,12.0
6597,benchs,10.0
6599,bendable,13.0
6600,bended,13.0
6601,bendel,11.0
6604,bendict,14.0
6613,benedryl,11.0
6615,benefactor,14.0
6623,benefitting,18.0
6625,benes,12.0
6626,benetton,17.0
6630,bengals,19.0
6633,benifit,19.0
6637,benihanna,12.0
6643,benkovitz,18.0
6645,bennet,17.0
6647,benni,16.0
6650,bennigan,15.0
6651,bennigans,17.0
6652,bennihana,13.0
6655,beno,12.0
6662,benton,12.0
6668,beobachten,12.0
6669,beobachtet,10.0
6670,beouf,10.0
6671,bepo,12.0
6674,ber,17.0
6678,berates,12.0
6685,bereichen,11.0
6688,berenjena,10.0
6690,berets,15.0
6695,bergen,11.0
6697,bergere,12.0
6698,bergie,17.0
6700,beri,14.0
6702,beringer,17.0
6704,berkley,18.0
6710,bern,18.0
6712,bernadin,16.0
6716,bernardino,14.0
6717,bernardo,17.0
6718,bernards,15.0
6719,bernardus,15.0
6720,bernese,11.0
6723,bernina,18.0
6725,berridge,14.0
6734,berthas,16.0
6737,bertolucci,18.0
6739,bery,14.0
6742,beschreiben,13.0
6743,beschrieben,10.0
6744,beschweren,12.0
6745,beschäftigt,14.0
6746,beset,11.0
6753,besonderen,15.0
6756,besos,19.0
6757,bespectacled,13.0
6760,bessemer,12.0
6765,bessie,19.0
6770,besteck,17.0
6778,bestellungen,18.0
6781,bester,13.0
6787,bestimmten,12.0
6788,bestofvegas,18.0
6791,bestowing,13.0
6793,bestseller,15.0
6795,besty,13.0
6796,bestätigen,14.0
6798,besuche,17.0
6804,betch,11.0
6810,bethesda,18.0
6817,betrays,13.0
6818,betreiber,11.0
6820,betrieb,16.0
6828,betten,17.0
6832,bettered,18.0
6833,betterfinger,11.0
6834,bettering,18.0
6835,betterment,12.0
6843,bettys,13.0
6845,betwen,14.0
6847,beuno,11.0
6850,beutiful,13.0
6852,beveled,14.0
6860,bevorzuge,13.0
6862,bevvie,16.0
6867,bewegen,13.0
6868,bewerten,15.0
6874,bewitched,11.0
6875,bewitching,17.0
6877,beyer,16.0
6882,bezeichnen,17.0
6884,bezüglich,12.0
6897,bhan,15.0
6901,bhature,18.0
6902,bhavan,14.0
6913,biaggis,19.0
6918,bianchi,10.0
6931,bibimbab,17.0
6934,bibimpap,19.0
6938,bibles,16.0
6940,bibliophile,19.0
6950,bickered,10.0
6956,bicyclist,12.0
6960,bidders,12.0
6966,bidets,11.0
6967,biding,16.0
6976,bierch,13.0
6977,bierchen,15.0
6979,bieres,14.0
6987,bifteck,14.0
6991,bigeye,18.0
6993,biggee,13.0
6998,biggin,13.0
7001,bigham,17.0
7004,biglots,15.0
7005,bigos,19.0
7006,bigoted,15.0
7007,bigotry,15.0
7008,bigots,19.0
7010,bigscreen,13.0
7013,biiig,10.0
7014,biiiig,15.0
7015,bij,15.0
7031,bilder,19.0
7034,bilingue,12.0
7036,bilked,12.0
7037,billable,16.0
7039,billagio,11.0
7041,billards,14.0
7050,billies,11.0
7061,billys,16.0
7065,bily,16.0
7073,bimonthly,17.0
7076,binary,16.0
7086,binged,17.0
7110,biologist,17.0
7112,bionic,17.0
7113,biopsies,13.0
7121,biracial,13.0
7125,birdhouses,10.0
7128,birding,11.0
7130,birdseed,10.0
7131,birdseye,13.0
7138,birkin,11.0
7144,birthdate,10.0
7147,birthed,18.0
7165,bisexual,19.0
7169,bislang,11.0
7170,bismal,12.0
7172,bismati,11.0
7182,bisteca,10.0
7184,bisteces,17.0
7186,bisto,17.0
7194,bitchen,16.0
7196,bitchiest,13.0
7201,bitcoin,16.0
7214,bittermelon,13.0
7218,bitties,12.0
7220,bitz,13.0
7222,biv,17.0
7223,bivalves,16.0
7231,bizcocho,12.0
7232,bizkit,12.0
7233,biznatch,11.0
7235,bizz,17.0
7237,bizzaro,14.0
7238,bizzarre,11.0
7249,blaaah,10.0
7250,blab,13.0
7251,blabbering,11.0
7266,blacker,14.0
7267,blackeyed,15.0
7278,blacklist,19.0
7284,blacksburg,13.0
7288,blackthorn,12.0
7290,blacktop,14.0
7293,blackwood,12.0
7298,blading,13.0
7299,blague,19.0
7301,blahblahblah,14.0
7305,blahness,10.0
7307,blahniks,10.0
7308,blahs,14.0
7309,blain,11.0
7314,blakney,13.0
7326,blanches,18.0
7328,blancos,17.0
7333,blandish,17.0
7337,blanked,15.0
7340,blanketing,12.0
7342,blankie,17.0
7346,blanquette,13.0
7351,blargh,13.0
7360,blasters,13.0
7364,blat,18.0
7367,blatently,10.0
7368,blather,16.0
7369,blathering,13.0
7370,blatz,18.0
7378,blazingly,14.0
7391,blecch,17.0
7399,bleek,11.0
7405,blehhh,19.0
7408,blek,10.0
7419,blergh,11.0
7425,blether,17.0
7428,bleuet,10.0
7430,bleury,14.0
7433,blige,12.0
7435,blighted,15.0
7453,blinging,10.0
7462,blinks,17.0
7467,blips,19.0
7469,blissed,18.0
7475,blisteringly,14.0
7479,blitzes,12.0
7492,blockages,10.0
7496,blocker,15.0
7497,blockers,17.0
7500,blocky,14.0
7503,blogged,17.0
7513,blonder,11.0
7521,bloodhound,17.0
7522,bloodied,10.0
7523,bloodier,10.0
7525,bloodline,19.0
7527,bloodstream,19.0
7534,bloomer,16.0
7542,blooze,17.0
7548,blotches,17.0
7552,blotto,10.0
7558,blowdryers,19.0
7559,blowdrying,17.0
7560,blowed,15.0
7567,blowjob,18.0
7573,blowup,15.0
7574,bls,14.0
7579,blubbery,15.0
7582,bluck,12.0
7584,bluebell,17.0
7590,bluefish,14.0
7594,blueman,16.0
7595,bluemoon,16.0
7597,bluephie,15.0
7600,blueprints,15.0
7606,bluffing,10.0
7607,bluffs,17.0
7614,bluntness,10.0
7620,blurring,11.0
7622,blurs,14.0
7635,blé,18.0
7638,bmc,12.0
7640,bmi,17.0
7642,bms,10.0
7648,bnb,18.0
7661,boardshorts,11.0
7664,boarshead,17.0
7668,boastful,10.0
7682,bobbed,15.0
7687,bobbin,17.0
7690,bobblehead,16.0
7691,bobbleheads,12.0
7692,bobbles,16.0
7701,bocadillo,19.0
7702,bocadillos,13.0
7710,bocks,14.0
7719,bodegas,13.0
7736,bodyshop,13.0
7743,boff,12.0
7747,bogen,16.0
7758,bogof,13.0
7759,bogs,10.0
7764,bohemians,14.0
7770,boilers,11.0
7782,bojangle,12.0
7786,bokum,11.0
7790,boldest,11.0
7793,bolero,17.0
7797,bolillos,10.0
7798,bolivia,18.0
7799,bolivian,10.0
7800,bolles,15.0
7801,bollix,15.0
7808,bolognase,13.0
7809,bologne,12.0
7811,bolonese,11.0
7813,bolsa,18.0
7816,bolsters,17.0
7821,bolton,19.0
7824,bomas,12.0
7830,bombardment,16.0
7831,bombass,17.0
7835,bombbbb,15.0
7844,bombest,13.0
7862,bonchon,13.0
7877,boners,15.0
7895,bonless,12.0
7896,bonn,15.0
7900,bonnets,12.0
7901,bonneville,16.0
7903,bonnington,19.0
7904,bonny,13.0
7917,boobage,17.0
7918,boobed,15.0
7924,boodles,15.0
7925,booed,12.0
7927,boofays,13.0
7936,bookclub,11.0
7938,bookend,10.0
7941,bookers,14.0
7942,bookie,16.0
7946,bookkeeper,14.0
7957,bookseller,12.0
7958,booksellers,17.0
7965,bookworm,17.0
7985,booooooooo,10.0
7986,boooooooooo,14.0
7988,boorish,18.0
7990,booshie,12.0
7998,bootay,14.0
8000,bootcamps,16.0
8008,booting,14.0
8014,bootylicious,10.0
8020,boozehounds,10.0
8024,boozes,12.0
8026,boozin,19.0
8031,bopped,19.0
8034,boppin,10.0
8038,borani,16.0
8049,borderlines,10.0
8051,bordetella,14.0
8053,boreal,15.0
8063,boringly,14.0
8068,boroughs,18.0
8073,borrows,15.0
8076,boréale,16.0
8077,bos,16.0
8079,bosc,19.0
8086,bosoms,11.0
8090,bossed,10.0
8092,bossing,17.0
8097,bostonians,15.0
8102,botana,11.0
8106,botanics,19.0
8111,botching,10.0
8113,bothe,13.0
8122,botoxed,11.0
8131,bottleshop,13.0
8137,botton,11.0
8138,botulism,15.0
8139,bou,17.0
8142,bouchee,17.0
8148,bouchot,19.0
8149,bouché,14.0
8155,bouffant,14.0
8159,bouger,12.0
8178,boulevards,11.0
8179,boullion,18.0
8180,boulot,16.0
8192,bounded,17.0
8193,bounding,16.0
8205,bourgie,12.0
8206,bourgignon,11.0
8207,bourginon,10.0
8211,bourguinon,12.0
8225,bouzouki,10.0
8243,bown,12.0
8254,boxtys,14.0
8255,boxx,12.0
8259,boyardi,11.0
8260,boyce,11.0
8261,boychuck,15.0
8270,boygers,15.0
8276,boytoy,14.0
8277,boyyy,14.0
8286,bpm,16.0
8287,bps,17.0
8289,bqq,12.0
8300,brack,13.0
8305,brackish,11.0
8327,braille,12.0
8332,brainiac,11.0
8336,brainstorm,18.0
8337,brainstormed,14.0
8339,brainwash,17.0
8341,brainwashing,11.0
8342,brainy,10.0
8352,brambles,18.0
8358,brancher,12.0
8362,branchée,16.0
8368,brandie,13.0
8371,brandishing,17.0
8375,brandt,19.0
8377,brang,11.0
8380,branzini,15.0
8389,brassacre,11.0
8394,brassiere,19.0
8395,brassiness,13.0
8397,brassée,14.0
8398,brassées,18.0
8406,bratzel,13.0
8410,brauerei,14.0
8412,braun,15.0
8413,braunschweiger,15.0
8421,braveheart,18.0
8428,bravissimo,13.0
8432,brawls,12.0
8433,brawny,19.0
8434,braxton,13.0
8436,brazed,11.0
8438,brazenly,17.0
8443,brazillians,13.0
8445,brazwells,19.0
8448,brc,18.0
8452,breached,14.0
8455,breadbowl,19.0
8458,breadcrumbed,11.0
8463,breadpudding,11.0
8474,breakast,17.0
8475,breakdance,10.0
8482,breakfasting,14.0
8487,breakie,16.0
8490,breakneck,18.0
8495,breaksfast,15.0
8502,breastaurant,12.0
8507,breat,16.0
8510,breathalyzer,18.0
8518,breathlessly,10.0
8522,brebis,11.0
8526,breech,17.0
8539,breif,10.0
8540,breit,12.0
8542,brekfast,13.0
8549,brendon,19.0
8552,brennans,18.0
8560,bretagne,13.0
8563,bretonne,19.0
8580,brewmasters,12.0
8585,brewskie,10.0
8588,brewsky,10.0
8590,breyers,10.0
8593,bria,18.0
8596,briand,16.0
8598,brianne,17.0
8599,brians,16.0
8608,bricked,14.0
8621,bridezillas,10.0
8625,bridgett,17.0
8627,bridgeville,15.0
8628,bridging,11.0
8629,bridle,16.0
8634,briefcases,11.0
8636,briefest,10.0
8645,brigett,18.0
8658,brights,12.0
8659,brightside,12.0
8660,brigitte,16.0
8670,brimmed,16.0
8678,bringen,18.0
8679,bringer,16.0
8680,bringin,19.0
8683,bringt,16.0
8687,brinker,15.0
8688,brinner,18.0
8694,brios,13.0
8695,briques,17.0
8696,briquette,13.0
8697,brisam,18.0
8698,brisas,12.0
8699,briscuit,17.0
8703,briskett,14.0
8705,bristle,17.0
8706,bristled,15.0
8707,bristles,13.0
8711,brita,15.0
8716,brithday,17.0
8721,brittani,12.0
8730,brizzas,13.0
8738,broadcasted,12.0
8739,broadcasters,13.0
8743,broadened,18.0
8744,broadening,18.0
8746,broadest,16.0
8759,broccollini,12.0
8760,broche,16.0
8772,brodie,16.0
8774,brodo,16.0
8776,broght,12.0
8777,brogue,12.0
8778,brogues,13.0
8784,brokeback,13.0
8787,brokerage,12.0
8793,bronner,12.0
8795,bronte,11.0
8801,bronzing,19.0
8802,bronzini,18.0
8803,bronzino,19.0
8810,brookfield,15.0
8816,brookwood,16.0
8821,brosenbrus,18.0
8826,brothas,13.0
8829,brotherhood,18.0
8837,brougt,11.0
8838,brouhaha,16.0
8852,brownstone,16.0
8857,browsers,17.0
8859,brr,15.0
8860,brrr,17.0
8862,brrrrr,10.0
8865,brucetta,14.0
8869,bruddah,13.0
8872,bruele,16.0
8873,bruelee,11.0
8874,bruery,11.0
8875,bruge,11.0
8878,bruggers,11.0
8883,bruiser,19.0
8891,brulet,15.0
8892,bruleé,14.0
8894,brullee,11.0
8900,brunchen,15.0
8908,brune,16.0
8913,brunoise,12.0
8914,brunstfield,18.0
8919,bruscheta,12.0
8930,brushless,16.0
8931,brusk,14.0
8937,brusselsprouts,11.0
8939,bruster,17.0
8942,brutality,11.0
8945,bruton,13.0
8948,brutus,16.0
8956,bryson,12.0
8958,brûlerie,16.0
8959,brûlé,18.0
8961,brûléed,16.0
8973,bubbies,15.0
8977,bubbler,17.0
8987,bucchanal,15.0
8988,buccleuch,15.0
8994,buchen,16.0
9000,bucketful,13.0
9001,bucketlist,10.0
9007,buckingham,14.0
9030,buddys,13.0
9035,budgetary,19.0
9040,budha,16.0
9045,budweisers,17.0
9052,buey,10.0
9055,bufett,11.0
9058,buffallo,13.0
9060,buffe,12.0
9063,buffered,11.0
9064,buffering,10.0
9067,buffeted,13.0
9072,bufffet,10.0
9075,buffoonery,13.0
9076,buffoons,12.0
9079,buford,19.0
9081,bugaboo,13.0
9082,bugatti,10.0
9085,buggah,18.0
9090,buggin,17.0
9093,bugogi,14.0
9098,bui,17.0
9100,buiding,10.0
9108,buildout,17.0
9112,buisiness,13.0
9115,bukowski,14.0
9121,bulbous,19.0
9125,bulee,12.0
9130,bulged,18.0
9131,bulges,12.0
9137,buliding,16.0
9138,bulimic,17.0
9140,bulked,14.0
9141,bulkier,10.0
9153,bulldozers,14.0
9154,bulle,10.0
9156,bulles,13.0
9163,bulli,17.0
9167,bullock,16.0
9169,bullriding,12.0
9174,bullshitted,11.0
9178,bulova,13.0
9181,bumber,15.0
9185,bumbled,14.0
9191,bummy,12.0
9208,bundaberg,17.0
9212,bundlet,15.0
9213,bundlets,15.0
9216,bundtini,19.0
9225,bungled,17.0
9226,bungy,15.0
9231,bunking,11.0
9240,bunuelos,17.0
9246,buonos,14.0
9251,burb,15.0
9259,burdening,19.0
9260,burdens,10.0
9261,burdensome,19.0
9266,bureaus,15.0
9267,bureaux,18.0
9273,burge,10.0
9278,burget,12.0
9281,burghers,12.0
9282,burglar,11.0
9283,burglaries,11.0
9285,burglars,12.0
9289,burgs,17.0
9295,buritos,12.0
9297,burittos,15.0
9311,burnett,14.0
9312,burnie,16.0
9315,burnished,10.0
9317,burnouts,10.0
9328,burried,14.0
9330,burritoes,16.0
9334,burrittos,14.0
9337,burrow,12.0
9338,burrows,12.0
9345,burts,12.0
9352,busco,13.0
9353,buscuit,14.0
9359,busey,14.0
9363,bushels,15.0
9367,bushmill,10.0
9379,businesspeople,16.0
9380,businesswoman,10.0
9381,businessy,10.0
9383,buskers,17.0
9384,busload,15.0
9385,busloads,19.0
9386,busperson,19.0
9389,bussel,10.0
9402,bustiers,17.0
9403,bustin,14.0
9407,bustles,11.0
9408,bustlin,11.0
9413,busying,11.0
9424,buti,16.0
9425,butkus,12.0
9435,buttera,11.0
9442,buttercreams,16.0
9443,buttercreme,15.0
9459,butterleaf,10.0
9467,buttheads,10.0
9469,buttholes,12.0
9470,butthurt,18.0
9479,buttter,12.0
9482,butttttt,10.0
9483,butty,17.0
9489,buvette,14.0
9493,buyback,19.0
9500,buywithme,13.0
9501,buz,10.0
9502,buzio,13.0
9505,buzzard,19.0
9506,buzzards,11.0
9515,buzznbeez,16.0
9517,buzzwords,12.0
9520,bvlgari,13.0
9524,bwi,16.0
9525,bws,14.0
9531,byers,13.0
9533,byfar,13.0
9535,bygones,17.0
9539,byobs,16.0
9540,byoc,10.0
9541,byof,19.0
9545,bypasses,14.0
9548,byproducts,15.0
9550,byrne,14.0
9551,byrnes,12.0
9557,bytes,17.0
9558,byzantine,12.0
9563,bâtiments,11.0
9565,bäcker,16.0
9566,bäckerei,18.0
9567,bänke,11.0
9578,c02,10.0
9579,c1,14.0
9583,c6,10.0
9584,c7,12.0
9587,cabage,18.0
9589,caballeros,11.0
9590,caballo,13.0
9594,cabanna,13.0
9596,cabazon,11.0
9606,cabella,16.0
9607,cabellas,12.0
9609,cabernets,15.0
9610,cabesa,13.0
9621,cabonara,19.0
9639,cachée,11.0
9640,caci,18.0
9643,cackled,12.0
9645,cacophonous,19.0
9649,cactuses,19.0
9655,cade,14.0
9660,cadets,10.0
9662,cadillacs,15.0
9664,cadres,10.0
9670,cafateria,10.0
9676,caff,15.0
9678,caffeinate,16.0
9680,caffeination,19.0
9683,caffinated,13.0
9686,caffé,10.0
9687,cafè,15.0
9694,cagibi,14.0
9696,cahill,10.0
9701,caine,11.0
9702,caio,14.0
9705,cairo,15.0
9708,caissière,10.0
9711,caitlyn,13.0
9714,cajoled,16.0
9715,cajoling,16.0
9717,cajones,16.0
9719,cajuns,13.0
9723,cakelike,10.0
9724,cakepops,15.0
9732,calabaza,17.0
9736,calais,16.0
9738,calamar,12.0
9742,calamars,12.0
9743,calamary,12.0
9747,calarmari,10.0
9749,calbi,16.0
9753,calculates,16.0
9758,calculators,19.0
9759,calculus,18.0
9760,calcutta,15.0
9762,caldero,17.0
9765,cale,11.0
9771,calenders,16.0
9772,calexico,19.0
9775,calfornia,13.0
9782,calibration,16.0
9794,californication,10.0
9804,callebaut,16.0
9806,callejero,18.0
9810,callenders,17.0
9818,calloused,19.0
9820,callously,11.0
9821,calloway,15.0
9824,callused,14.0
9827,calmar,14.0
9833,calmest,10.0
9844,calrose,19.0
9848,calvary,12.0
9855,camacho,17.0
9857,camarillo,18.0
9861,camarón,12.0
9862,cambell,12.0
9886,caminero,14.0
9894,campagna,13.0
9897,campaigning,12.0
9900,campania,19.0
9905,campechano,17.0
9910,campfires,12.0
9916,campsites,11.0
9930,canadienne,13.0
